age,usage_gb,complaints,tenure_months,plan_type,churn
48.0,14.4,2,29,Prepaid,1
20.0,9.2,0,34,Prepaid,0
22.0,6.9,4,47,Prepaid,0
45.0,18.2,3,44,Prepaid,0
50.0,14.3,3,33,Prepaid,0
26.0,14.9,2,11,Postpaid,0
26.0,21.0,1,38,Postpaid,0
24.0,5.7,3,26,Prepaid,0
47.0,8.7,1,56,Prepaid,0
18.0,12.9,4,54,Postpaid,0
47.0,8.6,4,1,Postpaid,0
42.0,16.7,5,59,Postpaid,0
42.0,10.9,0,54,Prepaid,0
53.0,6.0,3,54,Prepaid,0
45.0,12.4,3,30,Prepaid,1
55.0,13.0,5,16,Postpaid,0
57.0,17.6,2,36,Postpaid,1
65.0,14.4,5,53,Prepaid,0
59.0,14.8,1,27,Postpaid,1
44.0,13.9,5,59,Postpaid,0
43.0,10.9,3,16,Postpaid,0
30.0,7.7,5,51,Prepaid,0
49.0,13.7,1,4,Prepaid,0
25.0,10.0,1,50,Postpaid,0
66.0,22.1,3,56,Prepaid,0
61.0,20.1,3,42,Prepaid,0
24.0,15.8,0,37,Prepaid,0
58.0,14.3,3,25,Prepaid,0
24.0,11.5,2,52,Prepaid,0
55.0,4.4,0,8,Prepaid,0
22.0,10.7,3,18,Postpaid,0
43.0,12.6,4,8,Prepaid,1
52.0,13.4,0,17,Postpaid,0
55.0,14.8,5,31,Postpaid,0
39.0,17.5,3,20,Postpaid,0
65.0,7.8,1,25,Postpaid,0
58.0,7.9,4,14,Postpaid,0
28.0,20.7,5,21,Prepaid,0
52.0,16.6,5,30,Prepaid,0
55.0,9.7,4,13,Postpaid,0
35.0,11.4,1,56,Prepaid,0
56.0,11.4,0,53,Postpaid,0
64.0,12.2,1,52,Prepaid,0
60.0,14.8,5,1,Prepaid,1
57.0,27.2,1,30,Postpaid,0
50.0,13.1,1,47,Postpaid,0
32.0,16.0,5,21,Prepaid,0
59.0,1.9,1,14,Postpaid,0
36.0,9.1,2,37,Prepaid,0
45.0,19.4,1,1,Prepaid,0
34.0,14.4,1,37,Postpaid,0
34.0,0.0,3,27,Prepaid,1
26.0,16.0,4,41,Prepaid,0
67.0,23.5,1,41,Prepaid,0
25.0,0.0,0,32,Prepaid,0
22.0,21.1,3,35,Postpaid,0
66.0,0.0,3,2,Prepaid,0
46.0,17.6,3,58,Postpaid,0
40.0,11.9,2,5,Postpaid,0
56.0,0.0,4,58,Prepaid,0
37.0,14.7,3,58,Postpaid,0
24.0,18.9,4,43,Prepaid,0
55.0,14.2,4,45,Prepaid,0
27.0,15.5,2,2,Postpaid,0
46.0,9.5,1,56,Postpaid,0
67.0,0.8,3,32,Prepaid,0
66.0,16.2,3,21,Postpaid,0
36.0,22.5,3,40,Postpaid,0
58.0,18.8,3,32,Prepaid,0
49.0,0.1,2,22,Postpaid,0
42.0,2.9,0,19,Prepaid,1
25.0,6.9,2,7,Prepaid,0
37.0,2.4,5,54,Prepaid,0
51.0,12.3,4,40,Prepaid,0
69.0,14.4,4,17,Postpaid,0
18.0,3.4,4,43,Prepaid,0
55.0,16.7,5,41,Prepaid,0
62.0,15.6,1,9,Prepaid,1
67.0,8.7,4,11,Prepaid,0
40.0,11.0,0,14,Prepaid,1
24.0,0.3,1,7,Prepaid,0
32.0,10.0,0,49,Prepaid,0
62.0,12.0,2,10,Prepaid,0
63.0,13.0,0,48,Prepaid,0
51.0,14.3,2,32,Prepaid,0
24.0,13.5,0,7,Prepaid,0
24.0,10.4,0,50,Postpaid,0
42.0,13.7,2,11,Postpaid,0
48.0,18.0,2,59,Prepaid,0
19.0,11.4,2,1,Prepaid,0
53.0,13.9,2,37,Prepaid,0
46.0,10.9,2,19,Prepaid,0
18.0,8.1,0,32,Prepaid,0
22.0,15.1,2,50,Postpaid,0
41.0,8.7,5,47,Prepaid,0
55.0,14.3,0,17,Prepaid,0
60.0,12.2,0,4,Postpaid,0
40.0,10.2,4,17,Postpaid,1
33.0,10.0,3,48,Prepaid,0
68.0,9.0,1,31,Prepaid,0
41.0,2.1,4,45,Prepaid,0
34.0,14.3,1,30,Postpaid,0
41.0,13.4,3,32,Prepaid,1
18.0,17.1,3,4,Prepaid,0
33.0,8.8,1,2,Prepaid,0
44.0,23.4,4,42,Prepaid,0
65.0,9.7,3,12,Postpaid,0
56.0,6.7,1,22,Prepaid,0
58.0,6.0,4,22,Prepaid,0
46.0,1.6,3,38,Prepaid,0
23.0,21.2,5,56,Postpaid,0
38.0,20.2,4,45,Prepaid,0
69.0,15.6,1,38,Postpaid,0
20.0,,5,50,Prepaid,1
63.0,22.9,0,31,Prepaid,0
53.0,9.9,2,9,Prepaid,0
32.0,10.4,3,29,Prepaid,0
58.0,20.6,3,58,Prepaid,0
61.0,16.0,1,47,Prepaid,0
20.0,25.2,1,21,Prepaid,0
23.0,13.5,4,20,Prepaid,0
52.0,9.6,5,55,Postpaid,1
69.0,8.3,4,6,Prepaid,0
19.0,0.9,3,56,Postpaid,0
52.0,10.3,4,40,Postpaid,0
25.0,18.9,1,48,Postpaid,0
51.0,15.6,5,20,Prepaid,0
50.0,12.1,0,39,Prepaid,0
22.0,6.0,3,20,Postpaid,0
53.0,13.4,2,2,Prepaid,0
64.0,18.1,5,27,Prepaid,0
62.0,14.6,1,58,Prepaid,0
19.0,13.0,3,15,Prepaid,1
30.0,7.2,0,10,Prepaid,0
30.0,17.2,1,55,Prepaid,0
41.0,0.0,2,54,Postpaid,0
25.0,14.3,4,50,Prepaid,0
62.0,27.4,1,58,Prepaid,0
58.0,2.9,4,59,Postpaid,0
60.0,10.6,3,55,Prepaid,0
28.0,12.0,5,57,Prepaid,0
18.0,9.2,1,44,Prepaid,0
65.0,18.2,1,19,Prepaid,0
33.0,14.8,5,28,Prepaid,0
52.0,12.9,1,23,Prepaid,0
65.0,16.8,1,31,Postpaid,1
19.0,12.1,4,42,Postpaid,0
18.0,31.1,4,15,Prepaid,0
18.0,12.9,0,1,Postpaid,0
26.0,13.2,5,36,Prepaid,0
20.0,1.7,3,59,Postpaid,0
60.0,8.7,1,51,Prepaid,0
49.0,18.9,3,1,Postpaid,0
68.0,4.0,1,36,Prepaid,0
59.0,0.0,1,32,Prepaid,0
68.0,12.2,0,26,Postpaid,0
30.0,20.2,0,40,Prepaid,0
32.0,12.3,3,26,Prepaid,0
62.0,10.0,4,54,Prepaid,0
30.0,0.8,2,54,Postpaid,0
20.0,14.7,0,39,Prepaid,0
52.0,16.0,2,28,Prepaid,0
59.0,1.3,4,36,Postpaid,0
68.0,18.8,5,54,Prepaid,0
66.0,16.6,4,18,Prepaid,0
24.0,18.8,2,52,Postpaid,0
58.0,15.5,3,35,Postpaid,0
61.0,15.9,0,4,Postpaid,0
54.0,15.1,2,45,Prepaid,0
60.0,17.2,3,12,Prepaid,0
61.0,1.1,0,31,Postpaid,0
41.0,3.0,0,57,Prepaid,1
20.0,7.6,4,46,Postpaid,0
41.0,11.2,1,42,Prepaid,0
28.0,14.3,0,5,Postpaid,0
23.0,13.9,3,51,Prepaid,0
24.0,18.7,1,20,Postpaid,0
54.0,18.9,5,3,Prepaid,1
44.0,6.8,5,57,Postpaid,0
46.0,13.4,4,12,Prepaid,0
56.0,6.9,1,20,Prepaid,1
46.0,10.9,5,9,Prepaid,0
50.0,13.9,1,37,Prepaid,0
22.0,0.0,1,52,Prepaid,0
62.0,26.5,5,31,Prepaid,0
41.0,15.4,4,52,Postpaid,0
26.0,8.4,0,56,Postpaid,0
60.0,23.6,5,52,Postpaid,0
56.0,9.9,0,10,Prepaid,0
20.0,12.8,4,13,Prepaid,0
28.0,9.1,2,18,Prepaid,0
18.0,21.9,0,38,Prepaid,0
32.0,11.4,4,51,Prepaid,0
23.0,12.9,4,19,Postpaid,1
54.0,19.2,5,40,Prepaid,0
45.0,15.5,3,12,Prepaid,0
68.0,11.7,4,33,Prepaid,0
56.0,18.7,5,47,Prepaid,0
49.0,27.2,5,24,Prepaid,0
44.0,13.9,3,10,Prepaid,0
20.0,12.7,0,25,Prepaid,0
21.0,13.0,2,45,Prepaid,0
50.0,19.9,3,56,Postpaid,0
18.0,8.4,0,37,Postpaid,0
20.0,10.3,0,40,Prepaid,0
29.0,2.8,2,25,Prepaid,0
63.0,4.9,5,55,Prepaid,0
41.0,8.9,1,52,Postpaid,0
54.0,11.7,5,58,Prepaid,0
39.0,22.6,4,51,Prepaid,0
27.0,15.2,1,33,Prepaid,0
37.0,6.5,1,57,Postpaid,0
22.0,7.6,4,36,Prepaid,0
58.0,20.2,4,36,Prepaid,0
27.0,18.8,3,39,Prepaid,0
37.0,12.2,5,11,Prepaid,0
68.0,9.3,0,50,Prepaid,0
48.0,18.7,2,22,Postpaid,0
41.0,6.0,3,39,Postpaid,0
46.0,14.4,0,50,Postpaid,0
58.0,25.6,5,7,Postpaid,0
31.0,13.2,3,18,Prepaid,0
51.0,7.3,1,56,Postpaid,0
63.0,14.5,1,22,Postpaid,1
47.0,9.2,0,39,Prepaid,0
41.0,3.6,3,34,Postpaid,0
25.0,16.2,5,52,Postpaid,0
30.0,18.7,0,31,Postpaid,0
67.0,10.1,2,26,Postpaid,0
46.0,9.7,3,1,Prepaid,0
33.0,6.2,2,29,Postpaid,1
39.0,11.1,3,35,Prepaid,0
48.0,8.6,4,41,Postpaid,1
45.0,5.9,5,47,Postpaid,0
54.0,23.4,3,46,Prepaid,0
31.0,14.8,4,28,Prepaid,0
51.0,15.4,1,5,Postpaid,0
41.0,17.3,0,16,Prepaid,0
66.0,16.6,0,25,Prepaid,0
26.0,9.5,0,58,Prepaid,0
25.0,13.6,4,46,Postpaid,0
42.0,10.4,0,53,Prepaid,0
44.0,14.6,2,59,Prepaid,0
53.0,14.1,3,8,Postpaid,0
39.0,9.7,4,1,Prepaid,1
65.0,4.0,0,34,Postpaid,0
42.0,12.9,5,16,Prepaid,0
24.0,10.8,2,52,Prepaid,0
24.0,0.7,0,28,Postpaid,0
68.0,15.0,0,1,Prepaid,0
24.0,17.8,5,14,Postpaid,0
67.0,27.2,5,21,Prepaid,0
32.0,9.7,4,2,Postpaid,0
22.0,8.8,2,19,Prepaid,0
33.0,5.3,5,32,Postpaid,0
49.0,13.3,1,53,Prepaid,0
40.0,13.2,1,39,Postpaid,0
58.0,7.1,4,6,Prepaid,1
49.0,11.0,1,25,Postpaid,0
38.0,0.1,3,46,Prepaid,1
51.0,17.6,3,22,Prepaid,0
68.0,7.4,0,34,Postpaid,0
39.0,11.8,5,59,Prepaid,0
25.0,3.4,0,9,Postpaid,0
39.0,8.5,5,29,Postpaid,1
61.0,10.3,1,36,Prepaid,0
29.0,11.9,2,48,Postpaid,0
67.0,14.9,1,50,Prepaid,0
48.0,20.6,3,17,Prepaid,0
49.0,16.4,0,28,Prepaid,0
34.0,17.8,1,49,Prepaid,0
65.0,20.7,3,50,Postpaid,0
19.0,15.4,4,49,Postpaid,0
33.0,11.8,5,40,Postpaid,0
39.0,18.1,5,16,Postpaid,0
42.0,18.4,5,22,Prepaid,0
42.0,15.9,4,39,Prepaid,0
25.0,3.3,4,16,Prepaid,0
29.0,7.0,2,41,Postpaid,0
22.0,10.4,5,31,Prepaid,0
47.0,16.7,5,27,Postpaid,1
36.0,11.9,3,21,Prepaid,0
47.0,18.8,0,46,Prepaid,0
48.0,19.9,0,28,Postpaid,0
54.0,19.2,2,19,Prepaid,0
46.0,19.2,3,23,Prepaid,0
51.0,5.8,3,29,Prepaid,0
48.0,14.9,5,37,Postpaid,0
51.0,8.4,3,59,Prepaid,0
50.0,2.1,3,21,Prepaid,1
34.0,10.3,4,11,Prepaid,0
30.0,19.9,5,58,Prepaid,0
58.0,14.8,3,9,Prepaid,0
35.0,24.1,3,54,Prepaid,0
46.0,13.1,0,9,Prepaid,0
28.0,26.7,3,22,Postpaid,0
40.0,13.1,1,59,Postpaid,0
45.0,12.1,2,10,Postpaid,0
50.0,4.3,3,10,Prepaid,0
45.0,18.7,0,36,Prepaid,0
36.0,9.0,4,12,Prepaid,0
68.0,8.1,1,2,Prepaid,0
44.0,19.7,3,41,Prepaid,0
60.0,18.9,2,57,Prepaid,0
56.0,18.8,2,45,Prepaid,0
47.0,9.8,2,57,Prepaid,0
64.0,11.7,0,32,Prepaid,0
24.0,11.6,1,37,Prepaid,1
65.0,16.7,4,58,Postpaid,0
62.0,21.3,0,30,Prepaid,0
44.0,14.2,2,3,Postpaid,0
56.0,23.8,0,15,Prepaid,0
45.0,17.4,3,37,Postpaid,0
31.0,10.6,3,51,Prepaid,0
59.0,17.0,2,36,Prepaid,0
30.0,22.2,4,24,Postpaid,0
34.0,24.0,1,19,Prepaid,0
45.0,19.1,3,41,Prepaid,0
61.0,12.2,1,54,Prepaid,0
37.0,10.7,3,17,Postpaid,1
43.0,15.5,0,33,Postpaid,0
20.0,22.0,1,26,Prepaid,0
24.0,14.6,4,15,Postpaid,0
20.0,14.7,4,24,Prepaid,0
21.0,12.3,1,6,Prepaid,0
63.0,10.0,1,32,Prepaid,0
61.0,11.0,1,7,Prepaid,0
60.0,12.8,1,28,Postpaid,0
20.0,22.3,5,53,Postpaid,0
22.0,10.6,3,9,Postpaid,0
32.0,12.3,2,15,Postpaid,0
47.0,6.8,2,43,Prepaid,0
35.0,16.3,3,54,Postpaid,0
43.0,20.2,3,57,Prepaid,0
26.0,21.7,2,8,Postpaid,0
56.0,13.2,5,15,Prepaid,0
34.0,15.4,1,59,Postpaid,0
21.0,11.1,2,30,Postpaid,1
56.0,15.2,0,50,Prepaid,0
64.0,13.9,2,1,Prepaid,0
18.0,12.3,5,7,Prepaid,0
40.0,12.8,5,13,Prepaid,0
61.0,14.7,2,6,Postpaid,0
54.0,10.2,0,53,Prepaid,0
62.0,10.5,4,48,Prepaid,1
39.0,22.2,3,24,Prepaid,0
37.0,28.3,5,5,Prepaid,0
54.0,4.8,3,7,Prepaid,0
25.0,4.4,0,16,Postpaid,0
30.0,6.3,5,43,Postpaid,0
49.0,11.4,4,48,Postpaid,0
52.0,17.4,4,32,Prepaid,0
24.0,15.5,0,54,Prepaid,0
44.0,13.0,2,55,Prepaid,0
36.0,15.2,2,46,Prepaid,0
44.0,7.8,1,5,Prepaid,0
67.0,10.5,5,53,Prepaid,0
21.0,11.9,1,54,Postpaid,0
69.0,2.5,0,34,Prepaid,0
41.0,5.0,1,36,Prepaid,0
58.0,5.3,5,46,Prepaid,0
40.0,16.6,0,35,Postpaid,0
34.0,13.5,3,21,Prepaid,1
58.0,15.7,1,42,Postpaid,0
53.0,1.0,2,47,Prepaid,0
25.0,3.1,3,9,Prepaid,0
54.0,16.0,0,41,Prepaid,0
57.0,0.0,1,11,Prepaid,0
38.0,19.3,3,34,Prepaid,0
66.0,1.1,0,7,Postpaid,0
51.0,17.1,2,59,Postpaid,0
35.0,6.7,3,40,Prepaid,0
18.0,18.3,1,28,Prepaid,0
53.0,31.2,0,30,Prepaid,0
28.0,0.0,2,37,Postpaid,0
57.0,16.2,4,8,Prepaid,0
45.0,1.2,0,31,Prepaid,0
42.0,14.6,2,43,Prepaid,0
26.0,10.8,5,16,Postpaid,1
54.0,12.8,2,29,Prepaid,0
26.0,6.5,1,20,Prepaid,0
39.0,16.7,4,10,Prepaid,1
61.0,3.3,2,58,Postpaid,0
65.0,19.4,2,35,Prepaid,0
69.0,9.5,4,24,Postpaid,0
67.0,3.6,0,20,Postpaid,0
46.0,21.6,4,41,Prepaid,0
28.0,11.6,2,7,Postpaid,1
61.0,23.4,5,34,Postpaid,0
59.0,19.3,4,14,Prepaid,0
69.0,7.2,5,53,Postpaid,0
51.0,11.5,0,47,Prepaid,0
25.0,12.7,1,45,Prepaid,0
44.0,21.2,5,9,Prepaid,0
41.0,14.6,2,5,Postpaid,0
61.0,13.1,4,28,Postpaid,0
38.0,10.8,4,21,Prepaid,0
35.0,11.7,2,43,Postpaid,0
22.0,19.8,0,43,Postpaid,0
61.0,12.0,0,24,Postpaid,0
57.0,9.6,4,10,Prepaid,1
20.0,8.6,0,20,Prepaid,0
40.0,8.7,0,30,Prepaid,0
42.0,3.6,1,15,Prepaid,0
42.0,7.5,5,19,Prepaid,0
65.0,21.0,3,15,Prepaid,0
25.0,10.8,4,4,Prepaid,0
33.0,16.2,3,36,Postpaid,0
27.0,0.0,3,59,Prepaid,1
30.0,15.4,1,57,Prepaid,0
65.0,11.0,2,55,Postpaid,0
66.0,9.1,3,39,Prepaid,0
20.0,13.1,5,45,Postpaid,0
50.0,9.0,5,4,Postpaid,0
30.0,0.0,4,12,Prepaid,0
28.0,17.5,4,42,Prepaid,0
33.0,13.5,4,59,Prepaid,0
28.0,10.1,4,54,Prepaid,0
43.0,6.2,4,38,Prepaid,0
69.0,3.2,0,7,Prepaid,0
48.0,13.3,0,57,Prepaid,0
55.0,21.7,2,19,Prepaid,0
43.0,13.2,0,3,Prepaid,0
18.0,3.7,2,46,Prepaid,0
22.0,13.4,1,11,Prepaid,0
31.0,11.7,5,18,Prepaid,0
30.0,17.2,3,40,Postpaid,0
61.0,15.6,0,57,Postpaid,0
61.0,0.0,3,54,Postpaid,0
62.0,15.3,4,10,Prepaid,0
51.0,6.0,1,11,Prepaid,0
46.0,3.5,5,48,Postpaid,0
51.0,10.9,5,19,Postpaid,0
39.0,14.5,5,5,Postpaid,0
52.0,2.2,0,35,Prepaid,0
59.0,16.2,2,39,Prepaid,1
57.0,16.6,4,59,Prepaid,0
49.0,12.3,2,29,Postpaid,0
21.0,6.8,2,48,Postpaid,0
55.0,6.1,1,32,Postpaid,0
37.0,18.2,2,55,Postpaid,0
56.0,2.9,4,29,Postpaid,0
46.0,18.4,0,40,Prepaid,0
63.0,11.0,4,57,Postpaid,0
35.0,11.4,4,52,Postpaid,0
66.0,1.8,0,24,Postpaid,0
61.0,11.1,4,30,Postpaid,0
35.0,15.7,3,35,Prepaid,0
43.0,4.0,1,8,Postpaid,1
45.0,15.0,2,14,Prepaid,0
57.0,12.5,3,42,Postpaid,0
53.0,8.1,1,5,Postpaid,1
62.0,17.1,3,36,Postpaid,0
37.0,0.0,3,29,Prepaid,1
44.0,14.1,2,29,Postpaid,0
40.0,21.7,2,50,Postpaid,0
65.0,20.6,3,17,Postpaid,1
33.0,14.3,3,47,Prepaid,0
48.0,10.2,2,47,Postpaid,0
24.0,8.2,5,59,Postpaid,1
62.0,10.2,5,49,Prepaid,0
37.0,15.3,2,30,Prepaid,0
35.0,7.2,4,22,Postpaid,0
48.0,16.5,4,47,Postpaid,0
43.0,24.8,0,55,Prepaid,0
62.0,11.6,3,17,Prepaid,0
45.0,3.9,4,22,Postpaid,0
44.0,3.9,0,30,Postpaid,0
23.0,16.7,2,7,Prepaid,0
19.0,11.6,4,19,Postpaid,0
38.0,17.3,5,10,Prepaid,0
69.0,8.8,5,46,Prepaid,0
65.0,17.0,3,30,Postpaid,0
50.0,11.1,0,36,Prepaid,0
50.0,7.6,0,5,Prepaid,0
38.0,9.6,4,34,Postpaid,0
27.0,4.8,4,43,Prepaid,1
18.0,23.9,1,41,Prepaid,0
35.0,11.4,0,47,Prepaid,0
34.0,15.9,0,7,Prepaid,0
27.0,8.8,5,33,Postpaid,0
31.0,5.7,4,29,Prepaid,1
19.0,10.6,5,53,Prepaid,0
49.0,18.6,0,41,Prepaid,0
66.0,8.9,4,57,Postpaid,0
53.0,6.8,5,2,Postpaid,0
41.0,12.9,3,27,Prepaid,0
39.0,15.0,4,42,Postpaid,0
33.0,21.9,3,6,Postpaid,0
25.0,14.1,0,39,Prepaid,1
49.0,15.9,2,14,Prepaid,0
47.0,16.3,1,5,Postpaid,0
18.0,5.1,0,39,Postpaid,0
39.0,6.2,3,26,Prepaid,0
32.0,5.5,5,24,Prepaid,0
26.0,4.0,0,20,Postpaid,0
54.0,16.8,1,41,Postpaid,0
45.0,13.7,4,37,Prepaid,0
50.0,12.5,1,40,Prepaid,0
55.0,0.0,0,47,Prepaid,0
69.0,24.3,1,36,Postpaid,0
59.0,6.6,0,5,Postpaid,0
50.0,24.3,5,10,Prepaid,0
63.0,3.3,2,59,Postpaid,0
42.0,7.1,5,17,Prepaid,0
69.0,0.0,4,26,Postpaid,0
57.0,14.2,2,23,Prepaid,0
51.0,5.4,5,59,Prepaid,0
64.0,5.6,1,49,Prepaid,0
44.0,3.8,1,29,Prepaid,0
55.0,16.7,4,41,Postpaid,0
32.0,16.3,3,33,Prepaid,0
68.0,22.9,2,39,Prepaid,0
50.0,7.9,3,57,Postpaid,0
58.0,13.3,5,40,Prepaid,0
41.0,4.3,1,7,Prepaid,0
63.0,10.0,5,30,Prepaid,1
21.0,8.9,5,49,Postpaid,0
23.0,14.8,4,3,Postpaid,1
44.0,18.1,0,22,Postpaid,0
56.0,17.9,0,12,Postpaid,0
60.0,6.9,0,43,Prepaid,0
40.0,18.0,4,9,Prepaid,1
51.0,11.7,2,37,Postpaid,0
46.0,10.1,5,4,Prepaid,1
67.0,7.7,0,55,Postpaid,0
52.0,8.6,2,19,Prepaid,0
39.0,22.5,1,25,Prepaid,0
68.0,13.8,5,47,Prepaid,0
23.0,13.0,0,23,Prepaid,1
69.0,10.4,2,7,Postpaid,0
26.0,26.7,5,54,Postpaid,0
32.0,19.8,5,7,Postpaid,1
60.0,7.7,5,30,Postpaid,1
56.0,10.4,3,8,Prepaid,0
68.0,10.7,0,42,Prepaid,0
56.0,12.9,0,16,Postpaid,0
51.0,7.8,2,56,Prepaid,1
36.0,14.6,2,12,Prepaid,0
18.0,20.7,3,40,Prepaid,0
24.0,4.1,0,1,Postpaid,0
33.0,5.2,4,7,Postpaid,0
20.0,9.1,2,17,Prepaid,0
44.0,9.4,0,53,Prepaid,0
58.0,24.0,5,59,Prepaid,0
68.0,18.0,2,37,Prepaid,0
43.0,17.7,1,20,Prepaid,0
63.0,10.4,2,19,Postpaid,0
69.0,10.3,5,13,Postpaid,0
62.0,3.3,4,21,Postpaid,1
42.0,16.7,0,30,Postpaid,0
34.0,14.9,4,41,Postpaid,0
68.0,19.7,3,14,Postpaid,0
30.0,10.7,5,3,Prepaid,0
39.0,11.1,5,34,Postpaid,0
21.0,13.0,4,15,Prepaid,0
59.0,17.4,3,24,Prepaid,1
51.0,3.2,2,42,Prepaid,0
22.0,16.4,5,53,Postpaid,0
29.0,11.9,5,32,Postpaid,0
46.0,5.6,5,55,Postpaid,1
46.0,0.0,5,16,Prepaid,1
59.0,11.2,3,43,Postpaid,0
31.0,20.7,5,58,Postpaid,0
66.0,22.0,4,13,Postpaid,0
41.0,14.1,1,44,Prepaid,0
60.0,23.8,0,28,Prepaid,0
30.0,11.7,5,52,Prepaid,0
19.0,17.7,2,19,Postpaid,0
20.0,9.3,5,57,Prepaid,0
37.0,8.9,1,48,Postpaid,0
67.0,7.9,2,42,Prepaid,0
20.0,0.0,4,2,Postpaid,1
37.0,19.7,3,5,Prepaid,0
23.0,8.2,4,40,Postpaid,0
66.0,7.2,1,29,Postpaid,0
53.0,4.9,3,20,Postpaid,0
57.0,10.8,2,50,Postpaid,0
55.0,22.6,5,29,Prepaid,0
52.0,24.6,2,28,Prepaid,0
58.0,2.0,0,20,Prepaid,0
18.0,9.9,4,58,Postpaid,0
63.0,5.8,5,22,Postpaid,1
56.0,17.9,5,16,Prepaid,1
56.0,13.7,0,40,Postpaid,0
38.0,8.2,5,3,Prepaid,0
59.0,12.4,2,36,Prepaid,0
37.0,9.1,5,34,Prepaid,1
20.0,21.7,3,15,Postpaid,0
65.0,15.3,5,46,Prepaid,0
30.0,16.0,2,3,Postpaid,0
23.0,0.0,3,58,Postpaid,0
50.0,11.6,4,51,Prepaid,0
30.0,24.5,0,11,Prepaid,0
62.0,20.0,4,30,Postpaid,0
41.0,0.9,0,12,Postpaid,0
18.0,10.1,4,37,Prepaid,0
67.0,4.8,0,21,Prepaid,0
44.0,22.3,1,29,Prepaid,0
31.0,13.5,2,57,Prepaid,0
53.0,7.4,1,37,Prepaid,0
45.0,12.2,0,52,Postpaid,0
19.0,0.0,0,37,Prepaid,0
57.0,5.5,1,28,Postpaid,0
38.0,12.2,2,1,Prepaid,0
54.0,17.1,0,6,Postpaid,0
64.0,0.4,0,32,Postpaid,1
49.0,9.7,3,30,Prepaid,0
52.0,18.1,1,30,Prepaid,0
31.0,3.3,4,50,Prepaid,1
30.0,13.4,5,6,Prepaid,1
39.0,12.4,0,39,Postpaid,0
62.0,22.3,5,45,Postpaid,0
45.0,10.6,4,39,Postpaid,0
36.0,11.0,4,14,Postpaid,0
58.0,17.1,2,24,Prepaid,0
62.0,4.0,0,4,Prepaid,0
64.0,10.7,5,11,Prepaid,1
33.0,9.3,3,48,Postpaid,1
54.0,11.2,0,37,Prepaid,0
48.0,17.1,0,52,Prepaid,0
41.0,15.3,1,41,Postpaid,0
38.0,7.5,2,15,Prepaid,0
23.0,12.8,2,48,Prepaid,0
32.0,20.9,2,41,Prepaid,0
46.0,7.0,5,12,Prepaid,1
64.0,12.9,5,1,Prepaid,0
63.0,10.8,4,46,Prepaid,1
27.0,11.6,3,43,Prepaid,0
53.0,2.2,5,6,Postpaid,0
22.0,20.5,1,28,Prepaid,0
53.0,7.4,3,54,Postpaid,0
35.0,18.2,3,47,Postpaid,0
41.0,8.3,1,49,Postpaid,0
55.0,8.2,5,24,Postpaid,0
40.0,19.3,1,8,Prepaid,0
59.0,18.0,0,21,Prepaid,0
45.0,13.3,1,41,Prepaid,0
69.0,16.6,4,50,Prepaid,0
51.0,10.3,2,38,Postpaid,0
33.0,11.9,1,3,Prepaid,1
58.0,8.0,5,35,Prepaid,0
39.0,17.4,0,12,Prepaid,0
45.0,7.8,0,36,Postpaid,0
25.0,20.9,5,25,Prepaid,0
24.0,10.1,1,32,Prepaid,0
47.0,12.1,0,36,Postpaid,0
27.0,16.6,2,38,Postpaid,0
69.0,12.1,4,1,Prepaid,0
62.0,10.2,4,58,Prepaid,0
54.0,11.8,0,34,Postpaid,0
56.0,17.4,1,30,Prepaid,0
48.0,8.0,3,23,Postpaid,0
21.0,11.2,3,7,Postpaid,0
38.0,12.1,3,38,Postpaid,0
43.0,17.2,2,22,Postpaid,0
65.0,11.4,5,54,Postpaid,0
29.0,22.8,0,39,Prepaid,0
43.0,11.1,4,27,Prepaid,0
35.0,10.6,5,2,Postpaid,1
24.0,11.0,4,33,Prepaid,0
23.0,4.1,2,50,Postpaid,0
36.0,5.8,2,28,Prepaid,0
22.0,8.8,2,39,Prepaid,0
21.0,18.8,0,7,Prepaid,0
36.0,11.8,1,24,Postpaid,0
28.0,9.1,3,47,Prepaid,0
46.0,19.4,3,25,Prepaid,0
18.0,21.3,2,53,Prepaid,0
33.0,19.5,2,25,Prepaid,0
41.0,6.9,0,48,Postpaid,0
68.0,9.0,5,38,Postpaid,0
50.0,22.9,5,56,Postpaid,0
63.0,13.4,1,32,Postpaid,0
35.0,10.4,1,28,Prepaid,0
41.0,16.3,3,21,Postpaid,0
39.0,18.0,0,39,Postpaid,0
64.0,8.6,0,58,Postpaid,0
67.0,13.3,5,10,Prepaid,0
68.0,17.6,1,56,Prepaid,0
57.0,5.0,3,58,Prepaid,0
44.0,12.1,5,46,Prepaid,0
46.0,5.3,4,35,Prepaid,0
68.0,6.1,1,51,Postpaid,0
32.0,8.6,0,16,Prepaid,0
36.0,14.9,4,38,Prepaid,0
64.0,10.1,2,48,Postpaid,0
38.0,8.1,5,48,Postpaid,0
30.0,12.3,3,35,Prepaid,1
47.0,5.1,0,23,Prepaid,1
34.0,14.6,1,57,Postpaid,0
64.0,18.8,4,40,Postpaid,0
65.0,11.5,4,46,Postpaid,0
33.0,10.8,4,37,Prepaid,0
45.0,14.2,1,52,Postpaid,0
69.0,0.0,1,29,Postpaid,0
56.0,15.2,1,33,Prepaid,0
29.0,30.6,4,48,Prepaid,0
